#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-24-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.0148262 seconds
Distributing the actor graph took: 39.6484 seconds
Added actors in: 0.108431 seconds.
Initialized connections of actors in: 0.0522146 seconds.
Async Migration only
Output number: 1, Rank-10: (1) 3 | (2) 1081 | (3)0.277521/100 | (4) 34, 34 | (5) 3.60004 | (6) 80.4791 | (7) 0.00014882 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 46.6667/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (98090, 98090) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 12.6542 | (25) (0.48524, 126-32) | (26) 44813
Output number: 2, Rank-309: (1) 0 | (2) 1942 | (3)0/100 | (4) 31, 31 | (5) 6.68666 | (6) 164.337 | (7) 0.000176541 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (196027, 101090) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.0239 | (25) (0.45674, 41-26) | (26) 52491
Output number: 2, Rank-488: (1) 97 | (2) 3465 | (3)2.79942/100 | (4) 108, 108 | (5) 34.6241 | (6) 146.158 | (7) 0.000158824 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 50/100 | (15) 0 | (17) (108, 108) | (18) X | (19) (358050, 247839) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 527.137 | (25) (33.5355, 47-84) | (26) 1
Output number: 2, Rank-621: (1) 56 | (2) 2949 | (3)1.89895/100 | (4) 41, 41 | (5) 168.55 | (6) 85.664 | (7) 0.000203486 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 70.5556/100 | (15) 0 | (17) (41, 41) | (18) X | (19) (306276, 172093) | (20) 1 | (21) 0 | (22) 0 | (23) 7 | (24) 556.575 | (25) (35.6305, 83-92) | (26) 1
Output number: 2, Rank-577: (1) 0 | (2) 3503 | (3)0/100 | (4) 30, 30 | (5) 6.50196 | (6) 161.473 | (7) 0.000121851 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (188749, 96606) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.7075 | (25) (0.43563, 97-130) | (26) 48808
Output number: 2, Rank-606: (1) 50 | (2) 2522 | (3)1.98255/100 | (4) 24, 24 | (5) 213.471 | (6) 66.636 | (7) 0.000237803 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 77.7778/100 | (15) 0 | (17) (24, 24) | (18) X | (19) (259232, 134037) | (20) 1 | (21) 0 | (22) 0 | (23) 8 | (24) 594.227 | (25) (33.1418, 95-76) | (26) 1
Output number: 2, Rank-185: (1) 57 | (2) 1957 | (3)2.91262/100 | (4) 15, 15 | (5) 255.145 | (6) 47.7559 | (7) 0.000210617 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 83.8889/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (200745, 49419) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 495.549 | (25) (33.4111, 75-50) | (26) 1
Output number: 2, Rank-404: (1) 0 | (2) 3438 | (3)0/100 | (4) 30, 30 | (5) 6.13491 | (6) 165.36 | (7) 0.000137096 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (189337, 97303) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.2272 | (25) (0.4269, 34-119) | (26) 28903
Output number: 2, Rank-654: (1) 1 | (2) 2236 | (3)0.0447227/100 | (4) 31, 31 | (5) 6.64564 | (6) 161.373 | (7) 0.000182115 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (193962, 99215) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.884 | (25) (0.40676, 119-93) | (26) 53221
Output number: 2, Rank-106: (1) 25 | (2) 2043 | (3)1.22369/100 | (4) 15, 15 | (5) 327.77 | (6) 13.9596 | (7) 0.000216454 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 94.7222/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (102178, 48816) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 491.296 | (25) (33.1384, 80-62) | (26) 1
Output number: 2, Rank-290: (1) 61 | (2) 2858 | (3)2.13436/100 | (4) 47, 47 | (5) 101.439 | (6) 118.698 | (7) 0.000137683 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 61.1111/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (293296, 192027) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 502.545 | (25) (33.3765, 17-11) | (26) 1
Output number: 2, Rank-343: (1) 14 | (2) 1487 | (3)0.941493/100 | (4) 13, 13 | (5) 294.907 | (6) 28.2621 | (7) 0.000158622 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 89.7222/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (90113, 42121) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 436.783 | (25) (41.0379, 8-141) | (26) 1
Output number: 2, Rank-201: (1) 41 | (2) 2716 | (3)1.50957/100 | (4) 15, 15 | (5) 300.183 | (6) 26.9245 | (7) 0.000143793 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 90.8333/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (121635, 46904) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 508.172 | (25) (35.0116, 62-59) | (26) 1
Output number: 2, Rank-509: (1) 43 | (2) 3329 | (3)1.29168/100 | (4) 69, 69 | (5) 32.9667 | (6) 147.291 | (7) 0.000204331 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 50/100 | (15) 0 | (17) (69, 69) | (18) X | (19) (239559, 137675) | (20) 1 | (21) 0 | (22) 0 | (23) 10 | (24) 540.689 | (25) (32.9798, 122-143) | (26) 1
Output number: 2, Rank-125: (1) 45 | (2) 2075 | (3)2.16867/100 | (4) 39, 39 | (5) 156.049 | (6) 94.6304 | (7) 0.000117139 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 69.4444/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (281659, 172760) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 535.58 | (25) (33.1902, 94-67) | (26) 1
Output number: 2, Rank-365: (1) 62 | (2) 3003 | (3)2.0646/100 | (4) 13, 13 | (5) 237.471 | (6) 56.2661 | (7) 0.000122208 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 81.3889/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (140703, 43073) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 441.567 | (25) (34.4442, 3-133) | (26) 1
Output number: 2, Rank-538: (1) 77 | (2) 2673 | (3)2.88066/100 | (4) 21, 21 | (5) 217.402 | (6) 64.677 | (7) 0.00016355 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 78.3333/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (239225, 80424) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 525.503 | (25) (33.1842, 131-126) | (26) 1
Output number: 2, Rank-251: (1) 3 | (2) 2220 | (3)0.135135/100 | (4) 34, 34 | (5) 6.61932 | (6) 160.978 | (7) 0.000137188 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (202472, 104592) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 11.6495 | (25) (0.40152, 3-40) | (26) 55445
Output number: 2, Rank-267: (1) 80 | (2) 3086 | (3)2.59235/100 | (4) 55, 55 | (5) 36.2125 | (6) 146.988 | (7) 0.000115906 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 50.8333/100 | (15) 0 | (17) (55, 55) | (18) X | (19) (326541, 228454) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 489.041 | (25) (40.1576, 11-19) | (26) 1
Output number: 2, Rank-455: (1) 86 | (2) 2584 | (3)3.32817/100 | (4) 16, 16 | (5) 232.441 | (6) 57.9663 | (7) 6.7246e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 80.5556/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (188525, 52926) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 524.416 | (25) (33.156, 58-87) | (26) 1
Output number: 2, Rank-436: (1) 43 | (2) 2309 | (3)1.86228/100 | (4) 15, 15 | (5) 318.633 | (6) 18.1745 | (7) 0.000135437 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.005 | (14) 93.3333/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (103566, 48200) | (20) 1 | (21) 1 | (22) 0 | (23) 2 | (24) 496.139 | (25) (34.8612, 61-72) | (26) 1
Output number: 2, Rank-312: (1) 2 | (2) 1086 | (3)0.184162/100 | (4) 33, 33 | (5) 6.8849 | (6) 163.165 | (7) 0.00018935 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (204099, 107731) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.7878 | (25) (0.43617, 50-15) | (26) 1128
Output number: 2, Rank-493: (1) 101 | (2) 2880 | (3)3.50694/100 | (4) 41, 41 | (5) 155.056 | (6) 93.5131 | (7) 0.000133358 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 68.8889/100 | (15) 0 | (17) (41, 41) | (18) X | (19) (334419, 210404) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 508.366 | (25) (33.3764, 50-76) | (26) 1
Output number: 2, Rank-616: (1) 35 | (2) 3140 | (3)1.11465/100 | (4) 58, 58 | (5) 12.3452 | (6) 159.958 | (7) 0.000147819 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 47.7778/100 | (15) 0 | (17) (58, 58) | (18) X | (19) (211840, 121975) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 251.882 | (25) (33.7402, 87-94) | (26) 1
Output number: 2, Rank-578: (1) 0 | (2) 3452 | (3)0/100 | (4) 30, 30 | (5) 6.58745 | (6) 166.747 | (7) 0.000235966 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 48.0556/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (188618, 96594) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.7264 | (25) (0.39776, 98-123) | (26) 47541
Output number: 2, Rank-598: (1) 61 | (2) 1710 | (3)3.56725/100 | (4) 19, 19 | (5) 235.451 | (6) 55.4053 | (7) 0.000163267 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.004 | (14) 80.5556/100 | (15) 0 | (17) (19, 19) | (18) X | (19) (256898, 98692) | (20) 1 | (21) 0 | (22) 0 | (23) 9 | (24) 580.229 | (25) (34.4937, 92-77) | (26) 1
Output number: 2, Rank-80: (1) 3 | (2) 1361 | (3)0.220426/100 | (4) 33, 33 | (5) 6.70278 | (6) 163.179 | (7) 0.000113516 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (198740, 104050) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.2834 | (25) (0.49161, 96-31) | (26) 4363
Output number: 2, Rank-140: (1) 2 | (2) 2148 | (3)0.0931099/100 | (4) 33, 33 | (5) 6.75109 | (6) 163.158 | (7) 6.5513e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (201841, 106550) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.3788 | (25) (0.37457, 131-64) | (26) 15409
Output number: 2, Rank-36: (1) 66 | (2) 2596 | (3)2.54237/100 | (4) 15, 15 | (5) 284.715 | (6) 33.2687 | (7) 0.000175101 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 88.0556/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (204739, 58338) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 497.212 | (25) (33.309, 135-3) | (26) 1
Output number: 2, Rank-489: (1) 55 | (2) 2971 | (3)1.85123/100 | (4) 66, 66 | (5) 24.9662 | (6) 144.295 | (7) 0.000130825 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 46.9444/100 | (15) 0 | (17) (66, 66) | (18) X | (19) (245706, 150099) | (20) 1 | (21) 0 | (22) 0 | (23) 14 | (24) 527.393 | (25) (34.207, 49-74) | (26) 1
Output number: 2, Rank-624: (1) 61 | (2) 2061 | (3)2.95973/100 | (4) 17, 17 | (5) 325.81 | (6) 14.5665 | (7) 0.000184823 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 94.4444/100 | (15) 0 | (17) (17, 17) | (18) X | (19) (111051, 51050) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 565.749 | (25) (33.9472, 82-73) | (26) 1
Output number: 2, Rank-579: (1) 0 | (2) 3515 | (3)0/100 | (4) 29, 29 | (5) 6.23327 | (6) 166.358 | (7) 0.000170614 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.7778/100 | (15) 0 | (17) (29, 29) | (18) X | (19) (183899, 93546) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.3639 | (25) (0.40837, 100-137) | (26) 45918
Output number: 2, Rank-607: (1) 36 | (2) 2948 | (3)1.22117/100 | (4) 67, 67 | (5) 12.3029 | (6) 162.976 | (7) 0.000145913 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.004 | (14) 48.6111/100 | (15) 0 | (17) (67, 67) | (18) X | (19) (237906, 143905) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 560.841 | (25) (99.8779, 96-67) | (26) 1
Output number: 2, Rank-83: (1) 0 | (2) 3519 | (3)0/100 | (4) 29, 29 | (5) 6.29683 | (6) 166.311 | (7) 0.000130359 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.7778/100 | (15) 0 | (17) (29, 29) | (18) X | (19) (182714, 93873) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 7.76322 | (25) (0.31497, 104-27) | (26) 128973
Output number: 2, Rank-142: (1) 1 | (2) 1511 | (3)0.0661813/100 | (4) 32, 32 | (5) 6.69084 | (6) 162.997 | (7) 0.000127963 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (32, 32) | (18) X | (19) (200470, 103204) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.31271 | (25) (0.38205, 125-66) | (26) 10292
Output number: 2, Rank-33: (1) 68 | (2) 2957 | (3)2.29963/100 | (4) 76, 76 | (5) 62.8611 | (6) 136.26 | (7) 0.000227422 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.005 | (14) 55.2778/100 | (15) 0 | (17) (76, 76) | (18) X | (19) (313141, 213190) | (20) 1 | (21) 1 | (22) 0 | (23) 8 | (24) 526.641 | (25) (34.2739, 125-7) | (26) 1
Output number: 2, Rank-193: (1) 80 | (2) 2598 | (3)3.07929/100 | (4) 35, 35 | (5) 97.2784 | (6) 117.577 | (7) 0.000177905 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 59.4444/100 | (15) 0 | (17) (35, 35) | (18) X | (19) (298026, 190863) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 504.38 | (25) (33.4796, 56-55) | (26) 1
Output number: 2, Rank-406: (1) 0 | (2) 2739 | (3)0/100 | (4) 30, 30 | (5) 6.23644 | (6) 162.817 | (7) 0.000153901 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (190120, 97214) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.12328 | (25) (0.37668, 50-115) | (26) 16748
Output number: 2, Rank-655: (1) 0 | (2) 382 | (3)0/100 | (4) 31, 31 | (5) 6.82817 | (6) 162.095 | (7) 0.000130917 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.6667/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (194670, 99758) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.9109 | (25) (0.41324, 127-98) | (26) 53559
Output number: 2, Rank-110: (1) 26 | (2) 1929 | (3)1.34785/100 | (4) 16, 16 | (5) 335.254 | (6) 10.357 | (7) 0.000177512 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 95.8333/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (103180, 49903) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 532.157 | (25) (33.9052, 87-69) | (26) 1
Output number: 2, Rank-302: (1) 61 | (2) 2919 | (3)2.08976/100 | (4) 81, 81 | (5) 31.2999 | (6) 150.483 | (7) 0.000167057 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 50.2778/100 | (15) 0 | (17) (81, 81) | (18) X | (19) (259767, 163924) | (20) 1 | (21) 1 | (22) 0 | (23) 17 | (24) 516.227 | (25) (64.4144, 70-48) | (26) 1
Output number: 2, Rank-355: (1) 50 | (2) 2221 | (3)2.25124/100 | (4) 16, 16 | (5) 211.267 | (6) 67.4955 | (7) 0.000132096 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 77.2222/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (253537, 111273) | (20) 1 | (21) 0 | (22) 0 | (23) 6 | (24) 494.787 | (25) (33.2336, 19-132) | (26) 1
Output number: 2, Rank-205: (1) 71 | (2) 2710 | (3)2.61993/100 | (4) 16, 16 | (5) 151.46 | (6) 93.6224 | (7) 0.0001708 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 68.0556/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (201995, 86336) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 525.867 | (25) (33.4142, 55-66) | (26) 1
Output number: 2, Rank-529: (1) 8 | (2) 2127 | (3)0.376117/100 | (4) 16, 16 | (5) 312.301 | (6) 21.1996 | (7) 0.000188569 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 92.5/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (95357, 48008) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 526.084 | (25) (33.963, 141-141) | (26) 1
Output number: 2, Rank-124: (1) 52 | (2) 2810 | (3)1.85053/100 | (4) 20, 20 | (5) 176.432 | (6) 82.9299 | (7) 0.000194259 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 71.9444/100 | (15) 0 | (17) (20, 20) | (18) X | (19) (253271, 132678) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 565.933 | (25) (33.5565, 90-72) | (26) 1
Output number: 2, Rank-377: (1) 38 | (2) 3109 | (3)1.22226/100 | (4) 34, 34 | (5) 129.676 | (6) 105.832 | (7) 0.000144503 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 65.2778/100 | (15) 0 | (17) (34, 34) | (18) X | (19) (247389, 142954) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 471.309 | (25) (33.4559, 10-131) | (26) 1
Output number: 2, Rank-540: (1) 65 | (2) 3171 | (3)2.04983/100 | (4) 30, 30 | (5) 53.7013 | (6) 139.695 | (7) 0.000169933 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.004 | (14) 53.6111/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (302627, 202687) | (20) 1 | (21) 0 | (22) 0 | (23) 12 | (24) 528.717 | (25) (33.2628, 137-122) | (26) 1
Output number: 2, Rank-225: (1) 2 | (2) 1707 | (3)0.117165/100 | (4) 33, 33 | (5) 6.59408 | (6) 160.943 | (7) 7.4434e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.3889/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (202811, 106514) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.7194 | (25) (0.38772, 7-75) | (26) 4442
Output number: 2, Rank-255: (1) 44 | (2) 2136 | (3)2.05993/100 | (4) 13, 13 | (5) 258.353 | (6) 45.5672 | (7) 0.000145978 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.005 | (14) 84.1667/100 | (15) 0 | (17) (13, 13) | (18) X | (19) (117883, 44059) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 432.453 | (25) (33.9248, 2-15) | (26) 1
Output number: 2, Rank-451: (1) 71 | (2) 2245 | (3)3.16258/100 | (4) 16, 16 | (5) 188.028 | (6) 77.179 | (7) 0.000104622 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.002 | (14) 73.6111/100 | (15) 0 | (17) (16, 16) | (18) X | (19) (186307, 61274) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 531.528 | (25) (34.0278, 61-89) | (26) 1
Output number: 2, Rank-424: (1) 42 | (2) 2118 | (3)1.983/100 | (4) 15, 15 | (5) 306.687 | (6) 23.3072 | (7) 0.00017339 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.005 | (14) 91.3889/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (121815, 48216) | (20) 1 | (21) 1 | (22) 0 | (23) 1 | (24) 496.613 | (25) (34.6162, 64-79) | (26) 1
Output number: 2, Rank-311: (1) 0 | (2) 1564 | (3)0/100 | (4) 31, 31 | (5) 6.73871 | (6) 163.06 | (7) 0.000104459 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (196154, 101149) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 7.61676 | (25) (0.36468, 41-21) | (26) 52724
Output number: 2, Rank-500: (1) 70 | (2) 2695 | (3)2.5974/100 | (4) 30, 30 | (5) 71.1184 | (6) 131.051 | (7) 0.00016751 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 56.1111/100 | (15) 0 | (17) (30, 30) | (18) X | (19) (270608, 174675) | (20) 1 | (21) 1 | (22) 0 | (23) 4 | (24) 529.633 | (25) (33.0961, 57-89) | (26) 1
Output number: 2, Rank-620: (1) 70 | (2) 2931 | (3)2.38826/100 | (4) 47, 47 | (5) 78.5668 | (6) 130.318 | (7) 0.000170672 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.004 | (14) 57.7778/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (277309, 180847) | (20) 1 | (21) 0 | (22) 0 | (23) 7 | (24) 552.497 | (25) (46.7532, 73-96) | (26) 1
Output number: 2, Rank-587: (1) 0 | (2) 2799 | (3)0/100 | (4) 31, 31 | (5) 6.64684 | (6) 166.115 | (7) 0.000116681 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.7778/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (194876, 99915) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.9996 | (25) (0.43754, 95-125) | (26) 49193
Output number: 2, Rank-604: (1) 39 | (2) 2073 | (3)1.88133/100 | (4) 21, 21 | (5) 237.036 | (6) 54.9963 | (7) 0.000145896 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.005 | (14) 81.1111/100 | (15) 0 | (17) (21, 21) | (18) X | (19) (238088, 103931) | (20) 1 | (21) 1 | (22) 0 | (23) 2 | (24) 561.557 | (25) (33.3631, 92-72) | (26) 1
Output number: 2, Rank-56: (1) 0 | (2) 3253 | (3)0/100 | (4) 31, 31 | (5) 6.61412 | (6) 162.782 | (7) 5.2946e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 46.9444/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (195655, 100505) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 9.10937 | (25) (0.40619, 95-5) | (26) 17787
Output number: 2, Rank-141: (1) 0 | (2) 2032 | (3)0/100 | (4) 31, 31 | (5) 6.82336 | (6) 163.645 | (7) 0.000144626 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.2222/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (194743, 99921) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.6413 | (25) (0.38753, 126-73) | (26) 8525
Output number: 2, Rank-182: (1) 52 | (2) 2564 | (3)2.02808/100 | (4) 15, 15 | (5) 174.234 | (6) 83.403 | (7) 0.000161217 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360.003 | (14) 71.3889/100 | (15) 0 | (17) (15, 15) | (18) X | (19) (163087, 58057) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 499.947 | (25) (33.8711, 57-54) | (26) 1
Output number: 2, Rank-407: (1) 0 | (2) 1518 | (3)0/100 | (4) 31, 31 | (5) 6.6229 | (6) 164.643 | (7) 7.6004e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 360 | (14) 47.5/100 | (15) 0 | (17) (31, 31) | (18) X | (19) (195639, 100533) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 10.5702 | (25) (0.38689, 41-126) | (26) 15672
