#### POND Configuration ####
Total Grid Size:          36000x36000 = 1296000000 cells. (x*y)
Patch Size:               250x250
Number of checkpoints:    10
File name Prefix:         /gpfs/scratch/pr63so/ge69xij2/sc3-lazyactivation-contig/pond-local-busy-8-250-36000x36000-1/out/out
Scenario simulation area: {X: 0.000 - 100.000, Y: 0.000 - 100.000}
Cell Size:                0.00277778m * 0.00277778m (dx * dy)
#### POND Configuration ####
Exchanging global pointers took: 0.00346668 seconds
Distributing the actor graph took: 39.6762 seconds
Added actors in: 0.250484 seconds.
Initialized connections of actors in: 0.0454677 seconds.
Async Migration only
Output number: 1, Rank-18: (1) 27 | (2) 1005 | (3)2.68657/100 | (4) 43, 43 | (5) 150.511 | (6) 12.6881 | (7) 0.000158991 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 180 | (14) 90.5556/100 | (15) 0 | (17) (43, 43) | (18) X | (19) (62980, 62980) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1396.84 | (25) (33.575, 67-70) | (26) 13
Output number: 7, Rank-148: (1) 0 | (2) 198 | (3)0/100 | (4) 92, 92 | (5) 26.9603 | (6) 515.298 | (7) 0.000290305 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.0159/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (748404, 105837) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.4158 | (25) (0.50916, 68-126) | (26) 38414
Output number: 7, Rank-30: (1) 34 | (2) 1979 | (3)1.71804/100 | (4) 33, 33 | (5) 965.487 | (6) 131.85 | (7) 0.000140294 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 87.0635/100 | (15) 0 | (17) (33, 33) | (18) X | (19) (300028, 36399) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1086.5 | (25) (33.5832, 4-12) | (26) 976
Output number: 7, Rank-211: (1) 16 | (2) 6022 | (3)0.265692/100 | (4) 109, 109 | (5) 31.2433 | (6) 499.562 | (7) 0.000145688 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.0635/100 | (15) 0 | (17) (109, 109) | (18) X | (19) (755841, 119659) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 168.809 | (25) (32.7343, 87-96) | (26) 7534
Output number: 7, Rank-178: (1) 0 | (2) 531 | (3)0/100 | (4) 93, 93 | (5) 26.7735 | (6) 525.46 | (7) 0.000187572 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.8095/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (743277, 109687) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.524 | (25) (0.4558, 131-81) | (26) 39363
Output number: 7, Rank-68: (1) 43 | (2) 9547 | (3)0.450403/100 | (4) 136, 136 | (5) 28.2621 | (6) 514.607 | (7) 0.000209977 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.0159/100 | (15) 0 | (17) (136, 136) | (18) X | (19) (783870, 139721) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 49.7963 | (25) (0.50967, 102-15) | (26) 71990
Output number: 7, Rank-88: (1) 75 | (2) 6644 | (3)1.12884/100 | (4) 55, 55 | (5) 744.523 | (6) 205.949 | (7) 0.000105513 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 75.3968/100 | (15) 0 | (17) (55, 55) | (18) X | (19) (851575, 75752) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1283.61 | (25) (33.2703, 95-70) | (26) 2081
Output number: 7, Rank-129: (1) 75 | (2) 10846 | (3)0.691499/100 | (4) 165, 165 | (5) 29.9986 | (6) 487.017 | (7) 0.000147276 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.0317/100 | (15) 0 | (17) (165, 165) | (18) X | (19) (814338, 160272) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 63.6395 | (25) (0.91713, 28-92) | (26) 3983
Output number: 7, Rank-19: (1) 71 | (2) 3377 | (3)2.10246/100 | (4) 38, 38 | (5) 1094.31 | (6) 67.9396 | (7) 0.000287195 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 92.2222/100 | (15) 0 | (17) (38, 38) | (18) X | (19) (349712, 44677) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 1304.84 | (25) (35.0587, 70-59) | (26) 1
Output number: 7, Rank-9: (1) 152 | (2) 9893 | (3)1.53644/100 | (4) 230, 230 | (5) 40.2621 | (6) 472.331 | (7) 0.000121539 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 40.6349/100 | (15) 0 | (17) (230, 230) | (18) X | (19) (1025975, 228727) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 146.759 | (25) (33.6617, 45-69) | (26) 1
Output number: 7, Rank-17: (1) 63 | (2) 2520 | (3)2.5/100 | (4) 41, 41 | (5) 1081.55 | (6) 72.9654 | (7) 0.000166318 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 91.5873/100 | (15) 0 | (17) (41, 41) | (18) X | (19) (348672, 46648) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 1345.87 | (25) (33.5939, 59-60) | (26) 1
Output number: 7, Rank-213: (1) 4 | (2) 6392 | (3)0.0625782/100 | (4) 99, 99 | (5) 28.5813 | (6) 495.831 | (7) 9.1255e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.5873/100 | (15) 0 | (17) (99, 99) | (18) X | (19) (775565, 115929) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 35.6709 | (25) (0.45595, 113-100) | (26) 601
Output number: 7, Rank-175: (1) 0 | (2) 298 | (3)0/100 | (4) 94, 94 | (5) 27.5144 | (6) 517.146 | (7) 0.000175408 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.1746/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (752333, 111275) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.36 | (25) (0.51823, 134-78) | (26) 84354
Output number: 7, Rank-59: (1) 37 | (2) 6943 | (3)0.532911/100 | (4) 128, 128 | (5) 32.3442 | (6) 519.675 | (7) 0.000282919 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.8095/100 | (15) 0 | (17) (128, 128) | (18) X | (19) (855444, 147470) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 48.8498 | (25) (0.52169, 68-29) | (26) 23479
Output number: 7, Rank-89: (1) 44 | (2) 2014 | (3)2.18471/100 | (4) 40, 40 | (5) 1135.07 | (6) 48.9266 | (7) 0.00024509 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 93.8889/100 | (15) 0 | (17) (40, 40) | (18) X | (19) (399386, 48122) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1311.41 | (25) (33.3357, 81-64) | (26) 7647
Output number: 7, Rank-131: (1) 16 | (2) 6888 | (3)0.232288/100 | (4) 109, 109 | (5) 28.1682 | (6) 492.055 | (7) 0.000220504 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.2698/100 | (15) 0 | (17) (109, 109) | (18) X | (19) (773684, 121949) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 39.9075 | (25) (0.45979, 5-100) | (26) 2293
Output number: 7, Rank-143: (1) 2 | (2) 9320 | (3)0.0214592/100 | (4) 94, 94 | (5) 27.0151 | (6) 524.189 | (7) 0.000179154 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.7302/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (738769, 106572) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 48.934 | (25) (15.7193, 38-135) | (26) 105864
Output number: 7, Rank-45: (1) 51 | (2) 7091 | (3)0.719222/100 | (4) 141, 141 | (5) 28.5314 | (6) 508.002 | (7) 0.000287017 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.5397/100 | (15) 0 | (17) (141, 141) | (18) X | (19) (800566, 158425) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 49.8308 | (25) (0.45797, 55-4) | (26) 26591
Output number: 7, Rank-7: (1) 100 | (2) 7351 | (3)1.36036/100 | (4) 37, 37 | (5) 696.876 | (6) 228.093 | (7) 0.000189542 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 73.3333/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (570377, 47668) | (20) 1 | (21) 1 | (22) 0 | (23) 1 | (24) 1213.49 | (25) (33.3234, 56-72) | (26) 26
Output number: 7, Rank-14: (1) 168 | (2) 7439 | (3)2.25837/100 | (4) 37, 37 | (5) 631.565 | (6) 259.13 | (7) 0.000233885 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 70.6349/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (885463, 48800) | (20) 1 | (21) 0 | (22) 0 | (23) 4 | (24) 1212.37 | (25) (33.0454, 65-51) | (26) 1
Output number: 7, Rank-27: (1) 145 | (2) 5975 | (3)2.42678/100 | (4) 73, 73 | (5) 675.664 | (6) 230.512 | (7) 0.000191762 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 71.9048/100 | (15) 0 | (17) (73, 73) | (18) X | (19) (950040, 104130) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1235.4 | (25) (33.6349, 55-62) | (26) 1
Output number: 7, Rank-223: (1) 10 | (2) 6493 | (3)0.154012/100 | (4) 102, 102 | (5) 28.5447 | (6) 499.113 | (7) 0.000171344 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.8254/100 | (15) 0 | (17) (102, 102) | (18) X | (19) (768849, 117643) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 37.4461 | (25) (0.44501, 107-122) | (26) 1
Output number: 7, Rank-179: (1) 1 | (2) 687 | (3)0.14556/100 | (4) 93, 93 | (5) 27.7613 | (6) 512.394 | (7) 0.000156561 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.8571/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (739601, 109586) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.4706 | (25) (0.46394, 123-85) | (26) 642
Output number: 7, Rank-65: (1) 9 | (2) 6397 | (3)0.140691/100 | (4) 103, 103 | (5) 27.5383 | (6) 517.734 | (7) 0.00029644 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.254/100 | (15) 0 | (17) (103, 103) | (18) X | (19) (768203, 116775) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 36.1155 | (25) (0.4142, 78-26) | (26) 26597
Output number: 7, Rank-97: (1) 141 | (2) 8022 | (3)1.75767/100 | (4) 50, 50 | (5) 393.078 | (6) 352.296 | (7) 0.000132108 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 59.127/100 | (15) 0 | (17) (50, 50) | (18) X | (19) (809283, 59124) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1367.42 | (25) (33.8447, 85-52) | (26) 10482
Output number: 7, Rank-132: (1) 3 | (2) 3593 | (3)0.0834957/100 | (4) 97, 97 | (5) 26.8888 | (6) 494.559 | (7) 0.000175155 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.3492/100 | (15) 0 | (17) (97, 97) | (18) X | (19) (757042, 110712) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.8942 | (25) (0.44074, 10-89) | (26) 2714
Output number: 7, Rank-152: (1) 0 | (2) 231 | (3)0/100 | (4) 95, 95 | (5) 27.1549 | (6) 493.36 | (7) 0.000155569 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.2698/100 | (15) 0 | (17) (95, 95) | (18) X | (19) (758344, 109610) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.52 | (25) (0.40676, 86-131) | (26) 22888
Output number: 7, Rank-54: (1) 149 | (2) 8971 | (3)1.66091/100 | (4) 58, 58 | (5) 257.647 | (6) 416.504 | (7) 0.000167121 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 53.4921/100 | (15) 0 | (17) (58, 58) | (18) X | (19) (970073, 112179) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1225.23 | (25) (33.4458, 68-48) | (26) 396
Output number: 7, Rank-15: (1) 127 | (2) 5545 | (3)2.29035/100 | (4) 37, 37 | (5) 868.333 | (6) 153.169 | (7) 0.000167866 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 81.0317/100 | (15) 0 | (17) (37, 37) | (18) X | (19) (609923, 46441) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1230 | (25) (33.5162, 62-59) | (26) 1
Output number: 7, Rank-221: (1) 1 | (2) 3113 | (3)0.0321234/100 | (4) 94, 94 | (5) 27.0606 | (6) 496.166 | (7) 0.000113075 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.5079/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (742289, 109012) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 35.1535 | (25) (0.47851, 86-115) | (26) 9397
Output number: 7, Rank-172: (1) 0 | (2) 964 | (3)0/100 | (4) 94, 94 | (5) 27.7549 | (6) 514.434 | (7) 0.0002868 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.0159/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (754055, 110208) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 33.4705 | (25) (0.43014, 115-99) | (26) 1
Output number: 7, Rank-77: (1) 48 | (2) 10357 | (3)0.463455/100 | (4) 142, 142 | (5) 31.1132 | (6) 498.017 | (7) 0.000296371 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.9841/100 | (15) 0 | (17) (142, 142) | (18) X | (19) (843571, 142099) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 52.5299 | (25) (0.495, 114-23) | (26) 14372
Output number: 7, Rank-108: (1) 1 | (2) 3615 | (3)0.0276625/100 | (4) 91, 91 | (5) 26.3144 | (6) 519.638 | (7) 0.000202876 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.254/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (728163, 107560) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.1484 | (25) (0.42483, 128-69) | (26) 6221
Output number: 7, Rank-136: (1) 12 | (2) 10850 | (3)0.110599/100 | (4) 102, 102 | (5) 26.1092 | (6) 505.637 | (7) 0.000304216 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.1429/100 | (15) 0 | (17) (102, 102) | (18) X | (19) (733425, 112055) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 36.6853 | (25) (0.42009, 36-105) | (26) 31273
Output number: 7, Rank-163: (1) 9 | (2) 9404 | (3)0.095704/100 | (4) 101, 101 | (5) 28.0685 | (6) 487.638 | (7) 0.000159638 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 40.873/100 | (15) 0 | (17) (101, 101) | (18) X | (19) (772757, 112913) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 36.3848 | (25) (0.41743, 64-106) | (26) 8438
Output number: 7, Rank-49: (1) 73 | (2) 7433 | (3)0.982107/100 | (4) 167, 167 | (5) 29.6715 | (6) 504.281 | (7) 0.000280837 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.3016/100 | (15) 0 | (17) (167, 167) | (18) X | (19) (809390, 150666) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 60.1386 | (25) (0.51661, 39-25) | (26) 2218
Output number: 7, Rank-21: (1) 167 | (2) 7807 | (3)2.13911/100 | (4) 64, 64 | (5) 528.143 | (6) 287.879 | (7) 0.000288775 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 64.7619/100 | (15) 0 | (17) (64, 64) | (18) X | (19) (1148320, 113914) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 1357.07 | (25) (33.4886, 51-74) | (26) 1
Output number: 7, Rank-205: (1) 1 | (2) 6121 | (3)0.0163372/100 | (4) 93, 93 | (5) 26.9343 | (6) 513.737 | (7) 0.000280917 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.8571/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (737679, 107744) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 33.4818 | (25) (0.43355, 133-96) | (26) 1
Output number: 7, Rank-177: (1) 0 | (2) 461 | (3)0/100 | (4) 93, 93 | (5) 27.0348 | (6) 508.131 | (7) 0.000157405 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.4603/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (744078, 110112) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.4243 | (25) (0.39935, 121-76) | (26) 78712
Output number: 7, Rank-82: (1) 96 | (2) 4112 | (3)2.33463/100 | (4) 47, 47 | (5) 1046.02 | (6) 79.4388 | (7) 0.000198042 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 89.2857/100 | (15) 0 | (17) (47, 47) | (18) X | (19) (726397, 59946) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1483.08 | (25) (36.2415, 129-22) | (26) 5081
Output number: 7, Rank-100: (1) 1 | (2) 8975 | (3)0.0111421/100 | (4) 93, 93 | (5) 26.8093 | (6) 540.357 | (7) 0.000283563 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 45/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (742021, 109833) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.9216 | (25) (0.52842, 117-32) | (26) 228770
Output number: 7, Rank-138: (1) 62 | (2) 10890 | (3)0.56933/100 | (4) 154, 154 | (5) 29.3234 | (6) 491.073 | (7) 0.00018498 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.2698/100 | (15) 0 | (17) (154, 154) | (18) X | (19) (824124, 166131) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 55.8517 | (25) (0.48876, 21-104) | (26) 1350
Output number: 7, Rank-150: (1) 0 | (2) 1171 | (3)0/100 | (4) 92, 92 | (5) 25.6629 | (6) 507.553 | (7) 0.00020997 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.3016/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (734502, 104388) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.8818 | (25) (0.45659, 64-137) | (26) 19736
Output number: 7, Rank-46: (1) 95 | (2) 8463 | (3)1.12253/100 | (4) 184, 184 | (5) 36.9216 | (6) 496.814 | (7) 0.000277148 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.3016/100 | (15) 0 | (17) (184, 184) | (18) X | (19) (1016072, 212852) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 65.6053 | (25) (0.4697, 36-3) | (26) 20374
Output number: 7, Rank-210: (1) 2 | (2) 6709 | (3)0.0298107/100 | (4) 96, 96 | (5) 27.6712 | (6) 504.782 | (7) 0.000203679 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.2222/100 | (15) 0 | (17) (96, 96) | (18) X | (19) (755863, 112236) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.3969 | (25) (0.41101, 91-110) | (26) 926
Output number: 7, Rank-180: (1) 0 | (2) 680 | (3)0/100 | (4) 93, 93 | (5) 27.335 | (6) 507.972 | (7) 0.000298128 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.4603/100 | (15) 0 | (17) (93, 93) | (18) X | (19) (743126, 108987) | (20) 1 | (21) 0 | (22) 0 | (23) 1 | (24) 33.3445 | (25) (0.4153, 132-96) | (26) 1
Output number: 7, Rank-61: (1) 3 | (2) 2679 | (3)0.111982/100 | (4) 97, 97 | (5) 26.5133 | (6) 517.019 | (7) 0.000139181 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.0952/100 | (15) 0 | (17) (97, 97) | (18) X | (19) (761319, 111333) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.6094 | (25) (0.44449, 72-1) | (26) 24893
Output number: 7, Rank-101: (1) 1 | (2) 1448 | (3)0.0690608/100 | (4) 91, 91 | (5) 26.0947 | (6) 525.14 | (7) 0.000180159 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.7302/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (724979, 107471) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.6689 | (25) (0.44884, 131-49) | (26) 255465
Output number: 7, Rank-113: (1) 16 | (2) 7702 | (3)0.207738/100 | (4) 111, 111 | (5) 27.7727 | (6) 493.847 | (7) 0.000116234 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.3492/100 | (15) 0 | (17) (111, 111) | (18) X | (19) (782426, 123765) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 39.5679 | (25) (0.41309, 27-124) | (26) 30515
Output number: 7, Rank-145: (1) 0 | (2) 639 | (3)0/100 | (4) 92, 92 | (5) 26.2931 | (6) 497.702 | (7) 0.00016265 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.5079/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (734284, 104374) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 32.5397 | (25) (0.47737, 53-132) | (26) 4488
Output number: 7, Rank-35: (1) 134 | (2) 7558 | (3)1.77296/100 | (4) 149, 149 | (5) 272.654 | (6) 394.957 | (7) 5.6693e-05 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 52.9365/100 | (15) 0 | (17) (149, 149) | (18) X | (19) (1080304, 190107) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 1163.21 | (25) (33.6114, 15-15) | (26) 2344
Output number: 7, Rank-16: (1) 110 | (2) 3956 | (3)2.78059/100 | (4) 39, 39 | (5) 990.736 | (6) 107.035 | (7) 0.000187079 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 87.0635/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (495922, 47339) | (20) 1 | (21) 0 | (22) 0 | (23) 2 | (24) 1285.43 | (25) (33.5818, 67-55) | (26) 1
Output number: 7, Rank-22: (1) 144 | (2) 3773 | (3)3.81659/100 | (4) 39, 39 | (5) 990.004 | (6) 103.773 | (7) 0.000179707 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 86.746/100 | (15) 0 | (17) (39, 39) | (18) X | (19) (575837, 46846) | (20) 1 | (21) 0 | (22) 0 | (23) 3 | (24) 1281.66 | (25) (33.4484, 54-66) | (26) 1
Output number: 7, Rank-220: (1) 2 | (2) 5661 | (3)0.0353294/100 | (4) 92, 92 | (5) 26.4163 | (6) 518.265 | (7) 0.000161879 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.1746/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (727742, 107122) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.569 | (25) (0.47187, 90-125) | (26) 8640
Output number: 7, Rank-168: (1) 1 | (2) 1839 | (3)0.0543774/100 | (4) 96, 96 | (5) 27.2476 | (6) 508.568 | (7) 0.000142487 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.4603/100 | (15) 0 | (17) (96, 96) | (18) X | (19) (759958, 113203) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 33.4818 | (25) (0.41768, 115-66) | (26) 33404
Output number: 7, Rank-79: (1) 102 | (2) 7523 | (3)1.35584/100 | (4) 103, 103 | (5) 578.381 | (6) 275.254 | (7) 0.000166652 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 67.6984/100 | (15) 0 | (17) (103, 103) | (18) X | (19) (973473, 154185) | (20) 1 | (21) 0 | (22) 0 | (23) 5 | (24) 1487.28 | (25) (32.7568, 127-16) | (26) 1
Output number: 7, Rank-102: (1) 1 | (2) 6426 | (3)0.0155618/100 | (4) 92, 92 | (5) 25.4747 | (6) 527.206 | (7) 0.000196247 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 43.8095/100 | (15) 0 | (17) (92, 92) | (18) X | (19) (735203, 108492) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 31.7805 | (25) (0.43873, 133-39) | (26) 5871
Output number: 7, Rank-114: (1) 14 | (2) 9628 | (3)0.145409/100 | (4) 107, 107 | (5) 26.663 | (6) 502.865 | (7) 0.000172792 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 41.9841/100 | (15) 0 | (17) (107, 107) | (18) X | (19) (761629, 118639) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 38.6665 | (25) (0.43648, 37-127) | (26) 46929
Output number: 7, Rank-144: (1) 1 | (2) 10258 | (3)0.00974849/100 | (4) 91, 91 | (5) 26.0196 | (6) 512.588 | (7) 0.000196762 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.6984/100 | (15) 0 | (17) (91, 91) | (18) X | (19) (727508, 103240) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 58.2206 | (25) (28.7399, 40-141) | (26) 193225
Output number: 7, Rank-47: (1) 2 | (2) 5726 | (3)0.0349284/100 | (4) 94, 94 | (5) 27.7552 | (6) 512.644 | (7) 0.000162797 | (8) 0 | (9) 0 | (10) 0 | (11) 0 | (12) 0 | (13) 1260 | (14) 42.8571/100 | (15) 0 | (17) (94, 94) | (18) X | (19) (750484, 108911) | (20) 0 | (21) 0 | (22) 0 | (23) 0 | (24) 34.5011 | (25) (0.43175, 64-18) | (26) 27572
